x,y,z,theta_dg,psi_dg
0,0,0,0.0,270.0
84,-84,8,3.852681365429112,-45.0
168,-84,16,5.440332031005506,0.0
252,0,24,3.852681365429112,45.0
336,84,32,3.852681365429112,45.0
420,168,40,3.852681365429112,45.0
504,168,48,5.440332031005506,0.0
588,252,56,3.852681365429112,45.0
672,336,56,0.0,45.0
756,420,56,0.0,45.0
840,504,56,0.0,45.0
