x,y,z,theta_dg,psi_dg
0,0,0,0.0,270.0
0,-110,10,5.194428907734806,-90.0
0,-220,20,5.194428907734806,-90.0
110,-330,30,3.678051586226728,-45.0
220,-330,40,5.194428907734806,0.0
330,-220,50,3.678051586226728,45.0
440,-110,60,3.678051586226728,45.0
550,0,60,0.0,45.0
660,110,60,0.0,45.0
770,220,60,0.0,45.0
880,330,60,0.0,45.0
880,440,60,0.0,90.0
880,550,60,0.0,90.0
