x pos,y pos,z pos,roll,pitch,yaw,rcs,pd
10,60,5,0,17.75734707816393,90,0,0
13,63,4,-13.262676008304846,-9.09708958809118,45.0,-38.4821446417865,0.7641553045055394
17,65,3,-12.604382648379183,-3.7530225630270495,26.56505117707799,-37.9381110271349,0.7157643286336257
21,67,2,-12.604382648379183,0.0,26.56505117707799,-38.7567097951437,0.6636384331414216
25,69,1,-12.604382648379183,0.0,26.56505117707799,-40.20642948148435,0.6419823938054321
29,70,0,-13.63302222536641,-2.552602949380911,14.036243467926479,-47.9070335769185,0.3824812717716568
33,71,0,0.0,0.0,14.036243467926479,-61.286288251271,0.168614528276261
37,71,0,0.0,-2.8592436091481734,0.0,-45.9626473292851,0.4012616208825178
41,72,0,0.0,2.8592436091481734,14.036243467926479,-39.6633960022024,0.5170066422424605
45,73,0,0.0,0.0,14.036243467926479,-39.8357848680608,0.5180584679155091
48,76,0,0.0,6.2873335859255555,45.0,-66.9805909420346,0.10913429863733348
52,78,0,0.0,-3.7530225630270495,26.56505117707799,-52.06566350374115,0.2659063150877774
56,77,0,0.0,-8.220654094912417,-14.036243467926479,-36.9049972704388,0.5857125980129951
60,75,0,0.0,-2.552602949380911,-26.56505117707799,-32.8595889972517,0.7721652000133383
64,74,0,0.0,2.552602949380911,-14.036243467926479,-38.38045116845635,0.6172977062608664
68,72,0,0.0,-2.552602949380911,-26.56505117707799,-36.480794632245,0.7748294680462186
72,71,0,0.0,2.552602949380911,-14.036243467926479,-39.6830630685884,0.617847458822118
76,70,0,0.0,0.0,-14.036243467926479,-40.6034316313373,0.5545069973507311
80,70,0,0.0,2.8592436091481734,0.0,-52.06566350374115,0.3103914453946165
84,68,0,0.0,-5.399867980859269,-26.56505117707799,-39.6830630685884,0.5713238090034382
88,66,0,0.0,0.0,-26.56505117707799,-40.6034316313373,0.56402471434487
90,62,0,0.0,-7.47411334323428,-63.43494882292201,-27.9830578652492,0.8725834098838924
