x pos,y pos,z pos,roll,pitch,yaw,rcs,pd
10,60,5,0,17.75734707816393,90,0,0
11,64,4,-13.63302222536641,-2.8592436091481717,75.96375653207353,-42.941738380061,0.4266605599914536
12,68,3,-13.63302222536641,0.0,75.96375653207353,-42.99609900798805,0.43863190326046886
11,72,2,-13.63302222536641,5.704316806863184,104.03624346792648,-100,0
13,75,2,0.0,-9.638182302313423,56.309932474020215,-100,0
17,76,2,0.0,-8.554355513065321,14.036243467926479,-100,0
19,79,1,-15.501359566936996,8.554355513065321,56.309932474020215,-61.4364371439024,0.15591170600385384
23,80,2,13.63302222536641,-8.554355513065321,14.036243467926479,-100,0
27,82,1,-12.604382648379183,2.552602949380911,26.56505117707799,-47.80841636961669,0.32493324964284986
30,85,2,13.262676008304846,3.7530225630270495,45.0,-100,0
34,87,2,0.0,-3.7530225630270495,26.56505117707799,-100,0
38,86,2,0.0,-8.220654094912417,-14.036243467926479,-42.4274791515581,0.3818827653752016
41,84,2,0.0,-4.000382761467599,-33.690067525979785,-41.6290528722392,0.4121598609412951
45,82,1,-12.604382648379183,1.4522916167706283,-26.56505117707799,-43.987389159686245,0.38054748942656125
49,80,2,12.604382648379183,0.0,-26.56505117707799,-100,0
53,79,2,0.0,2.552602949380911,-14.036243467926479,-100,0
57,77,2,0.0,-2.552602949380911,-26.56505117707799,-100,0
59,73,1,-12.604382648379183,-7.47411334323428,-63.43494882292201,-61.7481134618097,0.4879060788765893
63,72,2,13.63302222536641,9.96925297220788,-14.036243467926479,-43.0253144857222,0.3852090869238882
66,74,2,0.0,9.638182302313423,33.690067525979785,-59.22156381622065,0.1448607664638868
68,77,2,0.0,4.601673461850376,56.309932474020215,-100,0
72,78,2,0.0,-8.554355513065321,14.036243467926479,-100,0
75,76,1,-15.501359566936996,-9.638182302313423,-33.690067525979785,-41.1721834095878,0.4995748047518095
77,72,2,12.604382648379183,-6.041702971588226,-63.43494882292201,-100,0
80,69,1,-13.262676008304846,3.7530225630270495,-45.0,-45.4690140475057,0.44523420804311076
82,65,0,-12.604382648379183,-3.7530225630270495,-63.43494882292201,-44.0568978261203,0.5029045867531573
85,62,0,0.0,3.7530225630270495,-45.0,-42.718521734311054,0.5515212582800135
89,62,0,0.0,9.09708958809118,0.0,-42.1123171246222,0.5547407673264432
