x pos,y pos,z pos,roll,pitch,yaw,rcs,pd
10,60,5,0,17.75734707816393,90,0,0
11,64,4,-13.63302222536641,-2.8592436091481717,75.96375653207353,-47.2042936715545,0.33525627135106795
12,68,3,-13.63302222536641,0.0,75.96375653207353,-56.48425563801045,0.2740000115754555
11,72,2,-13.63302222536641,5.704316806863184,104.03624346792648,-100,0
13,75,2,0.0,-9.638182302313423,56.309932474020215,-100,0
17,76,2,0.0,-8.554355513065321,14.036243467926479,-100,0
21,77,2,0.0,0.0,14.036243467926479,-49.7531285792527,0.3175163796287611
23,80,2,0.0,8.554355513065321,56.309932474020215,-100,0
27,82,1,-12.604382648379183,-6.041702971588226,26.56505117707799,-51.16397202591355,0.2695291895916402
31,83,0,-13.63302222536641,-2.552602949380911,14.036243467926479,-59.0083338413554,0.1651581226093377
33,86,0,0.0,8.554355513065321,56.309932474020215,-67.33387676000059,0.09334626147835179
35,89,1,15.501359566936996,0.0,56.309932474020215,-83.5079318807118,0.031071366369579856
39,90,2,13.63302222536641,-8.554355513065321,14.036243467926479,-100,0
43,91,2,0.0,0.0,14.036243467926479,-100,0
46,89,2,0.0,-9.638182302313423,-33.690067525979785,-100,0
50,90,2,0.0,9.638182302313423,14.036243467926479,-100,0
54,90,2,0.0,-2.8592436091481734,0.0,-100,0
58,92,1,-12.604382648379183,5.399867980859269,26.56505117707799,-63.4248069379872,0.11034264669560767
61,94,2,15.501359566936996,1.4522916167706283,33.690067525979785,-100,0
65,93,2,0.0,-9.638182302313423,-14.036243467926479,-100,0
68,90,2,0.0,-6.2873335859255555,-45.0,-100,0
72,88,2,0.0,3.7530225630270495,-26.56505117707799,-100,0
75,85,2,0.0,-3.7530225630270495,-45.0,-100,0
78,82,2,0.0,0.0,-45.0,-100,0
79,78,1,-13.63302222536641,-6.287333585925558,-75.96375653207353,-41.7839446717073,0.4701647999587195
77,74,2,12.604382648379183,-8.220654094912412,-116.56505117707799,-100,0
78,70,1,-13.63302222536641,8.220654094912412,-75.96375653207353,-41.7839446717073,0.5244147104400776
79,66,2,13.63302222536641,0.0,-75.96375653207353,-42.03663346200485,0.5473520940470642
82,64,2,0.0,8.554355513065325,-33.690067525979785,-37.70515900916795,0.6641574220286712
86,64,1,-14.036243467926479,6.835894128066644,0.0,-56.58896775861995,0.260508758934586
89,61,0,-13.262676008304846,-9.09708958809118,-45.0,-38.1312339540682,0.6598195341934234
