x pos,y pos,z pos,roll,pitch,yaw,rcs,pd
10,60,5,0,17.75734707816393,90,0,0
11,64,4,-13.63302222536641,-2.8592436091481717,75.96375653207353,-42.941738380061,0.4266605599914536
10,68,4,0.0,5.704316806863184,104.03624346792648,-53.8882286210732,0.2932690986529969
11,72,3,-13.63302222536641,-5.704316806863184,75.96375653207353,-76.609568736343,0.06661235223286366
13,75,2,-15.501359566936996,-4.000382761467602,56.309932474020215,-100,0
17,76,2,0.0,-8.554355513065321,14.036243467926479,-100,0
19,79,1,-15.501359566936996,8.554355513065321,56.309932474020215,-61.4364371439024,0.15591170600385384
23,80,2,13.63302222536641,-8.554355513065321,14.036243467926479,-100,0
26,83,1,-13.262676008304846,6.2873335859255555,45.0,-54.5877718287698,0.2147468117136082
30,85,2,12.604382648379183,-3.7530225630270495,26.56505117707799,-100,0
34,87,2,0.0,0.0,26.56505117707799,-100,0
36,90,1,-15.501359566936996,6.041702971588226,56.309932474020215,-76.609568736343,0.04793049820067208
40,92,2,12.604382648379183,-6.041702971588226,26.56505117707799,-100,0
44,92,2,0.0,-5.399867980859269,0.0,-100,0
48,93,1,-13.63302222536641,2.8592436091481734,14.036243467926479,-100,0
52,94,2,13.63302222536641,0.0,14.036243467926479,-100,0
56,95,2,0.0,0.0,14.036243467926479,-100,0
60,95,2,0.0,-2.8592436091481734,0.0,-100,0
64,96,2,0.0,2.8592436091481734,14.036243467926479,-100,0
68,94,2,0.0,-8.220654094912417,-26.56505117707799,-100,0
72,92,2,0.0,0.0,-26.56505117707799,-100,0
75,89,2,0.0,-3.7530225630270495,-45.0,-100,0
75,85,2,0.0,-9.09708958809118,-90.0,-100,0
78,82,2,0.0,9.09708958809118,-45.0,-100,0
79,78,1,-13.63302222536641,-6.287333585925558,-75.96375653207353,-47.95575425258065,0.34338294349034304
77,74,2,12.604382648379183,-8.220654094912412,-116.56505117707799,-100,0
78,70,1,-13.63302222536641,8.220654094912412,-75.96375653207353,-47.95575425258065,0.3887146026751296
81,67,0,-13.262676008304846,6.287333585925558,-45.0,-45.15747509351735,0.45617212576836397
83,64,0,0.0,-2.304553047879762,-56.309932474020215,-43.66792456801625,0.5080153308872487
86,61,0,0.0,2.304553047879762,-45.0,-41.9674066905276,0.5750780521043127
90,61,0,0.0,9.09708958809118,0.0,-42.8881624205991,0.5405709994851087
