,0
0_-80,13.3965360376661
0_-79,12.597435646598024
0_-78,11.798335255529949
0_-77,10.999234864461874
0_-76,10.200134473393797
0_-75,9.40103408232572
0_-74,8.601933691257646
0_-73,7.802833300189569
0_-72,7.003732909121492
0_-71,6.204632518053416
0_-70,5.40553212698534
0_-69,5.158405960442142
0_-68,4.911279793898943
0_-67,4.664153627355747
0_-66,4.417027460812548
0_-65,4.16990129426935
0_-64,3.922775127726152
0_-63,3.6756489611829544
0_-62,3.4285227946397563
0_-61,3.181396628096558
0_-60,2.93427046155336
0_-59,2.5598226113347993
0_-58,2.1853747611162384
0_-57,1.8109269108976775
0_-56,1.4364790606791162
0_-55,1.062031210460555
0_-54,0.6875833602419941
0_-53,0.3131355100234331
0_-52,-0.06131234019512799
0_-51,-0.435760190413689
0_-50,-0.81020804063225
0_-49,-0.780050348525533
0_-48,-0.7498926564188159
0_-47,-0.7197349643120988
0_-46,-0.6895772722053817
0_-45,-0.6594195800986645
0_-44,-0.6292618879919475
0_-43,-0.5991041958852303
0_-42,-0.5689465037785133
0_-41,-0.5387888116717962
0_-40,-0.508631119565079
0_-39,-0.7575254957074402
0_-38,-1.0064198718498014
0_-37,-1.2553142479921626
0_-36,-1.5042086241345236
0_-35,-1.7531030002768846
0_-34,-2.0019973764192462
0_-33,-2.250891752561607
0_-32,-2.499786128703968
0_-31,-2.748680504846329
0_-30,-2.99757488098869
0_-29,-3.1025470049566084
0_-28,-3.207519128924526
0_-27,-3.3124912528924444
0_-26,-3.417463376860362
0_-25,-3.52243550082828
0_-24,-3.627407624796198
0_-23,-3.7323797487641164
0_-22,-3.837351872732034
0_-21,-3.942323996699952
0_-20,-4.04729612066787
0_-19,-4.079744433117163
0_-18,-4.112192745566456
0_-17,-4.14464105801575
0_-16,-4.177089370465042
0_-15,-4.209537682914335
0_-14,-4.2419859953636285
0_-13,-4.274434307812921
0_-12,-4.306882620262215
0_-11,-4.3393309327115075
0_-10,-4.3717792451608
0_-9,-4.404963358116927
0_-8,-4.438147471073052
0_-7,-4.471331584029178
0_-6,-4.504515696985305
0_-5,-4.53769980994143
0_-4,-4.570883922897557
0_-3,-4.6040680358536825
0_-2,-4.637252148809809
0_-1,-4.670436261765935
