,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
53,[6.04765394],[5.12686411],[4.20607428],[3.28528446],[2.36449463],[1.4437048],[0.52291497],[-0.39787486],[-1.31866469],[-2.23945452],[-3.16024434],[-4.4128941],[-5.66554385],[-6.9181936],[-8.17084335],[-9.4234931],[-10.67614286],[-11.92879261],[-13.18144236],[-14.43409211],[-15.68674186],[-16.39099565],[-17.09524943],[-17.79950322],[-18.50375701],[-19.20801079],[-19.91226458],[-20.61651836],[-21.32077215],[-22.02502594],[-22.72927972],[-23.04244623],[-23.35561273],[-23.66877924],[-23.98194574],[-24.29511225],[-24.60827875],[-24.92144526],[-25.23461176],[-25.54777827],[-25.86094478],[-25.93501653],[-26.00908829],[-26.08316005],[-26.15723181],[-26.23130357],[-26.30537533],[-26.37944708],[-26.45351884],[-26.5275906],[-26.60166236],[-26.99722633],[-27.39279029],[-27.78835426],[-28.18391823],[-28.57948219],[-28.97504616],[-29.37061013],[-29.7661741],[-30.16173806],[-30.55730203],[-30.68205355],[-30.80680506],[-30.93155658],[-31.05630809],[-31.18105961],[-31.30581112],[-31.43056264],[-31.55531415],[-31.68006567],[-31.80481719],[-31.75094637],[-31.69707555],[-31.64320474],[-31.58933392],[-31.5354631],[-31.48159228],[-31.42772147],[-31.37385065],[-31.31997983],[-31.26610902],[-31.33073535],[-31.39536169],[-31.45998802],[-31.52461436],[-31.58924069],[-31.65386703],[-31.71849336],[-31.7831197],[-31.84774603],[-31.91237237],[-31.6345052],[-31.35663803],[-31.07877085],[-30.80090368],[-30.52303651],[-30.24516934],[-29.96730217],[-29.689435],[-29.41156783],[-29.13370066],[-28.77196942],[-28.41023819],[-28.04850696],[-27.68677572],[-27.32504449],[-26.96331326],[-26.60158202],[-26.23985079],[-25.87811956],[-25.51638832],[-25.4933871],[-25.47038587],[-25.44738465],[-25.42438342],[-25.4013822],[-25.37838097],[-25.35537975],[-25.33237852],[-25.30937729],[-25.28637607],[-25.04828148],[-24.8101869],[-24.57209232],[-24.33399773],[-24.09590315],[-23.85780857],[-23.61971398],[-23.3816194],[-23.14352481],[-22.90543023],[-22.18992715],[-21.47442408],[-20.758921],[-20.04341792],[-19.32791484],[-18.61241177],[-17.89690869],[-17.18140561],[-16.46590254],[-15.75039946],[-14.49789613],[-13.24539279],[-11.99288946],[-10.74038613],[-9.48788279],[-8.23537946],[-6.98287613],[-5.73037279],[-4.47786946],[-3.22536613],[-2.30017807],[-1.37499001],[-0.44980195],[0.47538611],[1.40057417],[2.32576223],[3.25095029],[4.17613835],[5.10132641],[6.02651447]
54,[7.39391586],[5.88468264],[4.37544941],[2.86621619],[1.35698297],[-0.15225026],[-1.66148348],[-3.1707167],[-4.67994993],[-6.18918315],[-7.69841637],[-8.82616143],[-9.95390648],[-11.08165153],[-12.20939659],[-13.33714164],[-14.46488669],[-15.59263175],[-16.7203768],[-17.84812185],[-18.97586691],[-19.49275079],[-20.00963467],[-20.52651854],[-21.04340242],[-21.5602863],[-22.07717018],[-22.59405406],[-23.11093794],[-23.62782182],[-24.1447057],[-24.39153199],[-24.63835828],[-24.88518456],[-25.13201085],[-25.37883714],[-25.62566343],[-25.87248971],[-26.119316],[-26.36614229],[-26.61296857],[-26.73059224],[-26.84821591],[-26.96583957],[-27.08346324],[-27.20108691],[-27.31871058],[-27.43633424],[-27.55395791],[-27.67158158],[-27.78920524],[-28.22934395],[-28.66948266],[-29.10962137],[-29.54976007],[-29.98989878],[-30.43003749],[-30.87017619],[-31.3103149],[-31.75045361],[-32.19059231],[-32.29863277],[-32.40667323],[-32.51471369],[-32.62275414],[-32.7307946],[-32.83883506],[-32.94687552],[-33.05491597],[-33.16295643],[-33.27099689],[-33.08266055],[-32.8943242],[-32.70598786],[-32.51765152],[-32.32931517],[-32.14097883],[-31.95264249],[-31.76430614],[-31.5759698],[-31.38763346],[-31.55361027],[-31.71958708],[-31.88556389],[-32.05154071],[-32.21751752],[-32.38349433],[-32.54947114],[-32.71544795],[-32.88142477],[-33.04740158],[-32.67753904],[-32.30767651],[-31.93781397],[-31.56795144],[-31.1980889],[-30.82822636],[-30.45836383],[-30.08850129],[-29.71863876],[-29.34877622],[-29.02287473],[-28.69697325],[-28.37107176],[-28.04517027],[-27.71926878],[-27.39336729],[-27.06746581],[-26.74156432],[-26.41566283],[-26.08976134],[-26.06888276],[-26.04800419],[-26.02712561],[-26.00624703],[-25.98536845],[-25.96448987],[-25.94361129],[-25.92273272],[-25.90185414],[-25.88097556],[-25.70877591],[-25.53657626],[-25.36437661],[-25.19217696],[-25.01997731],[-24.84777766],[-24.67557801],[-24.50337836],[-24.33117872],[-24.15897907],[-23.63663198],[-23.1142849],[-22.59193781],[-22.06959073],[-21.54724365],[-21.02489656],[-20.50254948],[-19.98020239],[-19.45785531],[-18.93550822],[-17.82238875],[-16.70926927],[-15.5961498],[-14.48303032],[-13.36991084],[-12.25679137],[-11.14367189],[-10.03055242],[-8.91743294],[-7.80431347],[-6.28547355],[-4.76663364],[-3.24779372],[-1.72895381],[-0.21011389],[1.30872602],[2.82756594],[4.34640585],[5.86524577],[7.38408568]
55,[8.18828015],[6.52272791],[4.85717567],[3.19162343],[1.5260712],[-0.13948104],[-1.80503328],[-3.47058552],[-5.13613776],[-6.80168999],[-8.46724223],[-9.4202286],[-10.37321498],[-11.32620135],[-12.27918772],[-13.23217409],[-14.18516046],[-15.13814684],[-16.09113321],[-17.04411958],[-17.99710595],[-18.60628054],[-19.21545512],[-19.82462971],[-20.43380429],[-21.04297887],[-21.65215346],[-22.26132804],[-22.87050262],[-23.47967721],[-24.08885179],[-24.33255388],[-24.57625597],[-24.81995806],[-25.06366015],[-25.30736224],[-25.55106433],[-25.79476642],[-26.03846851],[-26.2821706],[-26.52587269],[-26.66637709],[-26.80688149],[-26.94738589],[-27.08789029],[-27.22839469],[-27.36889909],[-27.50940349],[-27.64990789],[-27.79041229],[-27.93091669],[-28.37183958],[-28.81276246],[-29.25368535],[-29.69460824],[-30.13553112],[-30.57645401],[-31.01737689],[-31.45829978],[-31.89922267],[-32.34014555],[-32.44228517],[-32.5444248],[-32.64656442],[-32.74870404],[-32.85084367],[-32.95298329],[-33.05512291],[-33.15726254],[-33.25940216],[-33.36154178],[-33.22076318],[-33.07998457],[-32.93920597],[-32.79842737],[-32.65764876],[-32.51687016],[-32.37609155],[-32.23531295],[-32.09453435],[-31.95375574],[-32.08005402],[-32.2063523],[-32.33265057],[-32.45894885],[-32.58524713],[-32.7115454],[-32.83784368],[-32.96414195],[-33.09044023],[-33.21673851],[-32.97269281],[-32.72864711],[-32.48460142],[-32.24055572],[-31.99651002],[-31.75246433],[-31.50841863],[-31.26437293],[-31.02032724],[-30.77628154],[-30.52594208],[-30.27560262],[-30.02526316],[-29.7749237],[-29.52458424],[-29.27424478],[-29.02390532],[-28.77356586],[-28.5232264],[-28.27288694],[-28.09163817],[-27.91038941],[-27.72914065],[-27.54789188],[-27.36664312],[-27.18539436],[-27.00414559],[-26.82289683],[-26.64164807],[-26.46039931],[-26.22993548],[-25.99947166],[-25.76900784],[-25.53854401],[-25.30808019],[-25.07761637],[-24.84715255],[-24.61668872],[-24.3862249],[-24.15576108],[-23.5323087],[-22.90885633],[-22.28540396],[-21.66195159],[-21.03849922],[-20.41504684],[-19.79159447],[-19.1681421],[-18.54468973],[-17.92123736],[-16.98624216],[-16.05124697],[-15.11625178],[-14.18125658],[-13.24626139],[-12.3112662],[-11.376271],[-10.44127581],[-9.50628062],[-8.57128542],[-6.89559366],[-5.21990189],[-3.54421013],[-1.86851837],[-0.1928266],[1.48286516],[3.15855693],[4.83424869],[6.50994046],[8.18563222]
56,[8.98264443],[7.16077318],[5.33890193],[3.51703068],[1.69515943],[-0.12671183],[-1.94858308],[-3.77045433],[-5.59232558],[-7.41419684],[-9.23606809],[-10.01429578],[-10.79252347],[-11.57075116],[-12.34897885],[-13.12720655],[-13.90543424],[-14.68366193],[-15.46188962],[-16.24011731],[-17.018345],[-17.71981029],[-18.42127558],[-19.12274087],[-19.82420615],[-20.52567144],[-21.22713673],[-21.92860202],[-22.6300673],[-23.33153259],[-24.03299788],[-24.27357577],[-24.51415366],[-24.75473155],[-24.99530945],[-25.23588734],[-25.47646523],[-25.71704312],[-25.95762102],[-26.19819891],[-26.4387768],[-26.60216194],[-26.76554707],[-26.9289322],[-27.09231734],[-27.25570247],[-27.4190876],[-27.58247274],[-27.74585787],[-27.90924301],[-28.07262814],[-28.51433521],[-28.95604227],[-29.39774934],[-29.8394564],[-30.28116346],[-30.72287053],[-31.16457759],[-31.60628466],[-32.04799172],[-32.48969879],[-32.58593758],[-32.68217637],[-32.77841515],[-32.87465394],[-32.97089273],[-33.06713152],[-33.16337031],[-33.2596091],[-33.35584788],[-33.45208667],[-33.35886581],[-33.26564494],[-33.17242408],[-33.07920322],[-32.98598235],[-32.89276149],[-32.79954062],[-32.70631976],[-32.61309889],[-32.51987803],[-32.60649777],[-32.69311751],[-32.77973725],[-32.86635699],[-32.95297673],[-33.03959647],[-33.12621621],[-33.21283595],[-33.29945569],[-33.38607543],[-33.26784658],[-33.14961772],[-33.03138886],[-32.91316001],[-32.79493115],[-32.67670229],[-32.55847343],[-32.44024458],[-32.32201572],[-32.20378686],[-32.02900943],[-31.85423199],[-31.67945456],[-31.50467713],[-31.3298997],[-31.15512226],[-30.98034483],[-30.8055674],[-30.63078996],[-30.45601253],[-30.11439358],[-29.77277463],[-29.43115569],[-29.08953674],[-28.74791779],[-28.40629884],[-28.06467989],[-27.72306095],[-27.381442],[-27.03982305],[-26.75109505],[-26.46236706],[-26.17363906],[-25.88491107],[-25.59618307],[-25.30745507],[-25.01872708],[-24.72999908],[-24.44127108],[-24.15254309],[-23.42798543],[-22.70342777],[-21.97887011],[-21.25431245],[-20.52975479],[-19.80519713],[-19.08063947],[-18.35608181],[-17.63152415],[-16.90696649],[-16.15009558],[-15.39322467],[-14.63635376],[-13.87948284],[-13.12261193],[-12.36574102],[-11.60887011],[-10.8519992],[-10.09512829],[-9.33825738],[-7.50571377],[-5.67317015],[-3.84062654],[-2.00808293],[-0.17553931],[1.6570043],[3.48954792],[5.32209153],[7.15463514],[8.98717876]
57,[9.37702937],[7.53717718],[5.69732498],[3.85747279],[2.01762059],[0.1777684],[-1.6620838],[-3.50193599],[-5.34178819],[-7.18164038],[-9.02149257],[-10.09103068],[-11.16056879],[-12.2301069],[-13.29964501],[-14.36918312],[-15.43872123],[-16.50825934],[-17.57779745],[-18.64733556],[-19.71687367],[-20.1684675],[-20.62006133],[-21.07165516],[-21.52324899],[-21.97484282],[-22.42643665],[-22.87803048],[-23.32962431],[-23.78121815],[-24.23281198],[-24.52048131],[-24.80815064],[-25.09581998],[-25.38348931],[-25.67115864],[-25.95882798],[-26.24649731],[-26.53416665],[-26.82183598],[-27.10950531],[-27.52773331],[-27.94596132],[-28.36418932],[-28.78241732],[-29.20064532],[-29.61887332],[-30.03710133],[-30.45532933],[-30.87355733],[-31.29178533],[-31.38607737],[-31.48036941],[-31.57466144],[-31.66895348],[-31.76324552],[-31.85753756],[-31.95182959],[-32.04612163],[-32.14041367],[-32.23470571],[-32.36473206],[-32.49475841],[-32.62478477],[-32.75481112],[-32.88483748],[-33.01486383],[-33.14489018],[-33.27491654],[-33.40494289],[-33.53496925],[-33.46849361],[-33.40201798],[-33.33554235],[-33.26906671],[-33.20259108],[-33.13611544],[-33.06963981],[-33.00316418],[-32.93668854],[-32.87021291],[-32.9345815],[-32.99895009],[-33.06331869],[-33.12768728],[-33.19205587],[-33.25642446],[-33.32079305],[-33.38516164],[-33.44953024],[-33.51389883],[-33.52228854],[-33.53067825],[-33.53906796],[-33.54745767],[-33.55584738],[-33.56423709],[-33.5726268],[-33.58101652],[-33.58940623],[-33.59779594],[-33.34996106],[-33.10212619],[-32.85429132],[-32.60645644],[-32.35862157],[-32.11078669],[-31.86295182],[-31.61511695],[-31.36728207],[-31.1194472],[-30.71748509],[-30.31552298],[-29.91356087],[-29.51159876],[-29.10963665],[-28.70767454],[-28.30571243],[-27.90375032],[-27.50178821],[-27.0998261],[-26.79269718],[-26.48556825],[-26.17843933],[-25.8713104],[-25.56418148],[-25.25705255],[-24.94992363],[-24.6427947],[-24.33566578],[-24.02853685],[-23.58642614],[-23.14431542],[-22.70220471],[-22.26009399],[-21.81798328],[-21.37587256],[-20.93376185],[-20.49165113],[-20.04954041],[-19.6074297],[-18.55291153],[-17.49839337],[-16.44387521],[-15.38935704],[-14.33483888],[-13.28032071],[-12.22580255],[-11.17128438],[-10.11676622],[-9.06224805],[-7.21737629],[-5.37250453],[-3.52763276],[-1.682761],[0.16211076],[2.00698253],[3.85185429],[5.69672606],[7.54159782],[9.38646958]
58,[9.77141431],[7.91358117],[6.05574804],[4.1979149],[2.34008176],[0.48224863],[-1.37558451],[-3.23341765],[-5.09125079],[-6.94908392],[-8.80691706],[-10.16776559],[-11.52861412],[-12.88946264],[-14.25031117],[-15.6111597],[-16.97200823],[-18.33285676],[-19.69370529],[-21.05455382],[-22.41540234],[-22.61712472],[-22.81884709],[-23.02056946],[-23.22229184],[-23.42401421],[-23.62573658],[-23.82745895],[-24.02918133],[-24.2309037],[-24.43262607],[-24.76738685],[-25.10214762],[-25.4369084],[-25.77166917],[-26.10642995],[-26.44119072],[-26.7759515],[-27.11071227],[-27.44547305],[-27.78023382],[-28.45330469],[-29.12637556],[-29.79944643],[-30.4725173],[-31.14558817],[-31.81865904],[-32.49172991],[-33.16480079],[-33.83787166],[-34.51094253],[-34.25781953],[-34.00469654],[-33.75157355],[-33.49845056],[-33.24532757],[-32.99220458],[-32.73908159],[-32.4859586],[-32.23283561],[-31.97971262],[-32.14352654],[-32.30734046],[-32.47115438],[-32.6349683],[-32.79878222],[-32.96259614],[-33.12641006],[-33.29022398],[-33.4540379],[-33.61785182],[-33.57812142],[-33.53839101],[-33.49866061],[-33.45893021],[-33.4191998],[-33.3794694],[-33.339739],[-33.30000859],[-33.26027819],[-33.22054779],[-33.26266523],[-33.30478268],[-33.34690012],[-33.38901756],[-33.43113501],[-33.47325245],[-33.51536989],[-33.55748734],[-33.59960478],[-33.64172222],[-33.7767305],[-33.91173878],[-34.04674706],[-34.18175534],[-34.31676362],[-34.4517719],[-34.58678018],[-34.72178845],[-34.85679673],[-34.99180501],[-34.6709127],[-34.35002038],[-34.02912807],[-33.70823575],[-33.38734344],[-33.06645112],[-32.74555881],[-32.4246665],[-32.10377418],[-31.78288187],[-31.32057659],[-30.85827132],[-30.39596605],[-29.93366078],[-29.47135551],[-29.00905024],[-28.54674497],[-28.08443969],[-27.62213442],[-27.15982915],[-26.8342993],[-26.50876944],[-26.18323959],[-25.85770974],[-25.53217989],[-25.20665003],[-24.88112018],[-24.55559033],[-24.23006047],[-23.90453062],[-23.74486685],[-23.58520308],[-23.42553931],[-23.26587554],[-23.10621177],[-22.946548],[-22.78688422],[-22.62722045],[-22.46755668],[-22.30789291],[-20.95572749],[-19.60356207],[-18.25139666],[-16.89923124],[-15.54706582],[-14.1949004],[-12.84273498],[-11.49056956],[-10.13840414],[-8.78623873],[-6.92903881],[-5.0718389],[-3.21463899],[-1.35743907],[0.49976084],[2.35696075],[4.21416067],[6.07136058],[7.9285605],[9.78576041]
59,[9.84934253],[7.64180099],[5.43425945],[3.2267179],[1.01917636],[-1.18836518],[-3.39590673],[-5.60344827],[-7.81098982],[-10.01853136],[-12.2260729],[-13.11500106],[-14.00392921],[-14.89285736],[-15.78178552],[-16.67071367],[-17.55964182],[-18.44856998],[-19.33749813],[-20.22642629],[-21.11535444],[-21.60217168],[-22.08898891],[-22.57580615],[-23.06262339],[-23.54944062],[-24.03625786],[-24.5230751],[-25.00989234],[-25.49670957],[-25.98352681],[-26.26633531],[-26.54914381],[-26.83195231],[-27.11476081],[-27.39756931],[-27.6803778],[-27.9631863],[-28.2459948],[-28.5288033],[-28.8116118],[-29.23760043],[-29.66358906],[-30.08957769],[-30.51556632],[-30.94155496],[-31.36754359],[-31.79353222],[-32.21952085],[-32.64550948],[-33.07149811],[-33.14001889],[-33.20853967],[-33.27706044],[-33.34558122],[-33.414102],[-33.48262278],[-33.55114356],[-33.61966434],[-33.68818512],[-33.75670589],[-33.76768304],[-33.77866018],[-33.78963732],[-33.80061446],[-33.81159161],[-33.82256875],[-33.83354589],[-33.84452303],[-33.85550018],[-33.86647732],[-33.90868511],[-33.95089291],[-33.9931007],[-34.0353085],[-34.07751629],[-34.11972409],[-34.16193188],[-34.20413967],[-34.24634747],[-34.28855526],[-34.23516663],[-34.181778],[-34.12838936],[-34.07500073],[-34.0216121],[-33.96822347],[-33.91483483],[-33.8614462],[-33.80805757],[-33.75466894],[-33.85093864],[-33.94720835],[-34.04347806],[-34.13974776],[-34.23601747],[-34.33228717],[-34.42855688],[-34.52482659],[-34.62109629],[-34.717366],[-34.42415224],[-34.13093848],[-33.83772471],[-33.54451095],[-33.25129719],[-32.95808343],[-32.66486966],[-32.3716559],[-32.07844214],[-31.78522838],[-31.40457215],[-31.02391593],[-30.6432597],[-30.26260348],[-29.88194725],[-29.50129103],[-29.1206348],[-28.73997857],[-28.35932235],[-27.97866612],[-27.74670411],[-27.5147421],[-27.28278009],[-27.05081808],[-26.81885606],[-26.58689405],[-26.35493204],[-26.12297003],[-25.89100802],[-25.659046],[-25.21174119],[-24.76443637],[-24.31713155],[-23.86982673],[-23.42252192],[-22.9752171],[-22.52791228],[-22.08060746],[-21.63330265],[-21.18599783],[-20.28927937],[-19.39256092],[-18.49584246],[-17.599124],[-16.70240555],[-15.80568709],[-14.90896863],[-14.01225018],[-13.11553172],[-12.21881326],[-10.01021675],[-7.80162024],[-5.59302373],[-3.38442722],[-1.17583071],[1.03276581],[3.24136232],[5.44995883],[7.65855534],[9.86715185]
60,[9.92727076],[7.37002081],[4.81277086],[2.25552091],[-0.30172904],[-2.858979],[-5.41622895],[-7.9734789],[-10.53072885],[-13.0879788],[-15.64522875],[-16.06223653],[-16.4792443],[-16.89625208],[-17.31325986],[-17.73026764],[-18.14727542],[-18.5642832],[-18.98129098],[-19.39829876],[-19.81530653],[-20.58721864],[-21.35913074],[-22.13104284],[-22.90295494],[-23.67486704],[-24.44677914],[-25.21869124],[-25.99060334],[-26.76251544],[-27.53442755],[-27.76528377],[-27.99613999],[-28.22699622],[-28.45785244],[-28.68870866],[-28.91956488],[-29.15042111],[-29.38127733],[-29.61213355],[-29.84298978],[-30.02189617],[-30.20080256],[-30.37970895],[-30.55861534],[-30.73752174],[-30.91642813],[-31.09533452],[-31.27424091],[-31.4531473],[-31.63205369],[-32.02221824],[-32.41238279],[-32.80254734],[-33.19271188],[-33.58287643],[-33.97304098],[-34.36320552],[-34.75337007],[-35.14353462],[-35.53369916],[-35.39183953],[-35.2499799],[-35.10812026],[-34.96626063],[-34.82440099],[-34.68254136],[-34.54068172],[-34.39882209],[-34.25696246],[-34.11510282],[-34.23924881],[-34.3633948],[-34.4875408],[-34.61168679],[-34.73583278],[-34.85997877],[-34.98412476],[-35.10827075],[-35.23241674],[-35.35656274],[-35.20766803],[-35.05877332],[-34.90987861],[-34.7609839],[-34.61208919],[-34.46319449],[-34.31429978],[-34.16540507],[-34.01651036],[-33.86761565],[-33.92514679],[-33.98267792],[-34.04020905],[-34.09774019],[-34.15527132],[-34.21280245],[-34.27033359],[-34.32786472],[-34.38539585],[-34.44292699],[-34.17739178],[-33.91185657],[-33.64632136],[-33.38078615],[-33.11525094],[-32.84971573],[-32.58418052],[-32.31864531],[-32.0531101],[-31.78757489],[-31.48856771],[-31.18956053],[-30.89055335],[-30.59154617],[-30.29253899],[-29.99353181],[-29.69452463],[-29.39551746],[-29.09651028],[-28.7975031],[-28.65910893],[-28.52071476],[-28.38232058],[-28.24392641],[-28.10553224],[-27.96713807],[-27.8287439],[-27.69034973],[-27.55195556],[-27.41356139],[-26.67861552],[-25.94366966],[-25.2087238],[-24.47377793],[-23.73883207],[-23.0038862],[-22.26894034],[-21.53399448],[-20.79904861],[-20.06410275],[-19.62283125],[-19.18155976],[-18.74028827],[-18.29901677],[-17.85774528],[-17.41647378],[-16.97520229],[-16.53393079],[-16.0926593],[-15.6513878],[-13.09139469],[-10.53140158],[-7.97140847],[-5.41141536],[-2.85142225],[-0.29142914],[2.26856397],[4.82855708],[7.38855019],[9.9485433]
61,[9.73151095],[7.30998499],[4.88845903],[2.46693308],[0.04540712],[-2.37611883],[-4.79764479],[-7.21917075],[-9.6406967],[-12.06222266],[-14.48374861],[-15.25364991],[-16.02355121],[-16.7934525],[-17.5633538],[-18.33325509],[-19.10315639],[-19.87305768],[-20.64295898],[-21.41286027],[-22.18276157],[-22.71622059],[-23.24967961],[-23.78313863],[-24.31659765],[-24.85005667],[-25.38351569],[-25.91697471],[-26.45043373],[-26.98389275],[-27.51735177],[-27.72384454],[-27.93033731],[-28.13683008],[-28.34332285],[-28.54981562],[-28.75630839],[-28.96280116],[-29.16929393],[-29.3757867],[-29.58227947],[-29.93197135],[-30.28166323],[-30.63135511],[-30.981047],[-31.33073888],[-31.68043076],[-32.03012264],[-32.37981453],[-32.72950641],[-33.07919829],[-33.23244095],[-33.3856836],[-33.53892626],[-33.69216892],[-33.84541157],[-33.99865423],[-34.15189688],[-34.30513954],[-34.4583822],[-34.61162485],[-34.66008088],[-34.70853692],[-34.75699295],[-34.80544898],[-34.85390501],[-34.90236104],[-34.95081707],[-34.9992731],[-35.04772914],[-35.09618517],[-35.24890353],[-35.40162189],[-35.55434025],[-35.70705861],[-35.85977697],[-36.01249533],[-36.16521369],[-36.31793205],[-36.47065041],[-36.62336877],[-36.3844274],[-36.14548603],[-35.90654466],[-35.66760328],[-35.42866191],[-35.18972054],[-34.95077917],[-34.71183779],[-34.47289642],[-34.23395505],[-34.3533276],[-34.47270015],[-34.5920727],[-34.71144525],[-34.8308178],[-34.95019035],[-35.0695629],[-35.18893545],[-35.308308],[-35.42768055],[-35.08983437],[-34.75198819],[-34.41414201],[-34.07629583],[-33.73844965],[-33.40060347],[-33.06275728],[-32.7249111],[-32.38706492],[-32.04921874],[-31.82116467],[-31.59311059],[-31.36505652],[-31.13700244],[-30.90894837],[-30.68089429],[-30.45284022],[-30.22478614],[-29.99673207],[-29.76867799],[-29.56156751],[-29.35445704],[-29.14734656],[-28.94023608],[-28.7331256],[-28.52601512],[-28.31890465],[-28.11179417],[-27.90468369],[-27.69757321],[-27.13300494],[-26.56843667],[-26.0038684],[-25.43930013],[-24.87473186],[-24.31016359],[-23.74559532],[-23.18102705],[-22.61645878],[-22.0518905],[-21.29303767],[-20.53418484],[-19.77533201],[-19.01647918],[-18.25762635],[-17.49877352],[-16.73992069],[-15.98106786],[-15.22221503],[-14.46336219],[-12.04155073],[-9.61973926],[-7.19792779],[-4.77611632],[-2.35430485],[0.06750661],[2.48931808],[4.91112955],[7.33294102],[9.75475249]
62,[9.53575114],[7.24994917],[4.96414721],[2.67834525],[0.39254329],[-1.89325867],[-4.17906064],[-6.4648626],[-8.75066456],[-11.03646652],[-13.32226848],[-14.44506329],[-15.56785811],[-16.69065292],[-17.81344773],[-18.93624254],[-20.05903736],[-21.18183217],[-22.30462698],[-23.42742179],[-24.5502166],[-24.84522254],[-25.14022848],[-25.43523442],[-25.73024036],[-26.0252463],[-26.32025224],[-26.61525818],[-26.91026412],[-27.20527006],[-27.500276],[-27.68240531],[-27.86453463],[-28.04666394],[-28.22879326],[-28.41092258],[-28.59305189],[-28.77518121],[-28.95731052],[-29.13943984],[-29.32156916],[-29.84204653],[-30.3625239],[-30.88300128],[-31.40347865],[-31.92395602],[-32.4444334],[-32.96491077],[-33.48538814],[-34.00586552],[-34.52634289],[-34.44266365],[-34.35898442],[-34.27530518],[-34.19162595],[-34.10794671],[-34.02426748],[-33.94058825],[-33.85690901],[-33.77322978],[-33.68955054],[-33.92832224],[-34.16709394],[-34.40586563],[-34.64463733],[-34.88340903],[-35.12218072],[-35.36095242],[-35.59972412],[-35.83849582],[-36.07726751],[-36.25855824],[-36.43984897],[-36.6211397],[-36.80243043],[-36.98372116],[-37.16501189],[-37.34630262],[-37.52759335],[-37.70888408],[-37.89017481],[-37.56118677],[-37.23219874],[-36.9032107],[-36.57422266],[-36.24523463],[-35.91624659],[-35.58725856],[-35.25827052],[-34.92928248],[-34.60029445],[-34.78150841],[-34.96272238],[-35.14393635],[-35.32515031],[-35.50636428],[-35.68757825],[-35.86879221],[-36.05000618],[-36.23122015],[-36.41243411],[-36.00227696],[-35.59211981],[-35.18196266],[-34.77180551],[-34.36164836],[-33.9514912],[-33.54133405],[-33.1311769],[-32.72101975],[-32.3108626],[-32.15376163],[-31.99666066],[-31.83955968],[-31.68245871],[-31.52535774],[-31.36825677],[-31.2111558],[-31.05405483],[-30.89695386],[-30.73985288],[-30.4640261],[-30.18819931],[-29.91237253],[-29.63654575],[-29.36071896],[-29.08489218],[-28.80906539],[-28.53323861],[-28.25741182],[-27.98158504],[-27.58739436],[-27.19320368],[-26.799013],[-26.40482233],[-26.01063165],[-25.61644097],[-25.22225029],[-24.82805962],[-24.43386894],[-24.03967826],[-22.96324409],[-21.88680993],[-20.81037576],[-19.73394159],[-18.65750742],[-17.58107326],[-16.50463909],[-15.42820492],[-14.35177075],[-13.27533659],[-10.99170676],[-8.70807693],[-6.42444711],[-4.14081728],[-1.85718745],[0.42644237],[2.7100722],[4.99370203],[7.27733185],[9.56096168]
