,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
293,[5.94901596],[3.51269179],[1.07636761],[-1.35995656],[-3.79628074],[-6.23260491],[-8.66892909],[-11.10525326],[-13.54157744],[-15.97790161],[-18.41422579],[-19.06020539],[-19.70618498],[-20.35216458],[-20.99814418],[-21.64412378],[-22.29010338],[-22.93608298],[-23.58206258],[-24.22804218],[-24.87402178],[-25.45211827],[-26.03021476],[-26.60831125],[-27.18640774],[-27.76450423],[-28.34260072],[-28.92069721],[-29.4987937],[-30.07689019],[-30.65498668],[-30.89220586],[-31.12942505],[-31.36664423],[-31.60386342],[-31.8410826],[-32.07830179],[-32.31552097],[-32.55274016],[-32.78995934],[-33.02717853],[-33.139476],[-33.25177347],[-33.36407094],[-33.4763684],[-33.58866587],[-33.70096334],[-33.81326081],[-33.92555828],[-34.03785575],[-34.15015322],[-34.49880439],[-34.84745557],[-35.19610675],[-35.54475793],[-35.8934091],[-36.24206028],[-36.59071146],[-36.93936264],[-37.28801381],[-37.63666499],[-37.67838073],[-37.72009647],[-37.76181222],[-37.80352796],[-37.8452437],[-37.88695944],[-37.92867518],[-37.97039092],[-38.01210667],[-38.05382241],[-38.14202167],[-38.23022094],[-38.3184202],[-38.40661947],[-38.49481873],[-38.583018],[-38.67121726],[-38.75941653],[-38.84761579],[-38.93581506],[-38.74382927],[-38.55184348],[-38.3598577],[-38.16787191],[-37.97588612],[-37.78390034],[-37.59191455],[-37.39992877],[-37.20794298],[-37.01595719],[-36.8316323],[-36.6473074],[-36.46298251],[-36.27865761],[-36.09433272],[-35.91000782],[-35.72568293],[-35.54135804],[-35.35703314],[-35.17270825],[-35.03679343],[-34.90087862],[-34.76496381],[-34.629049],[-34.49313419],[-34.35721937],[-34.22130456],[-34.08538975],[-33.94947494],[-33.81356012],[-33.72312505],[-33.63268997],[-33.5422549],[-33.45181982],[-33.36138475],[-33.27094967],[-33.1805146],[-33.09007953],[-32.99964445],[-32.90920938],[-32.79537406],[-32.68153874],[-32.56770343],[-32.45386811],[-32.34003279],[-32.22619747],[-32.11236216],[-31.99852684],[-31.88469152],[-31.77085621],[-31.15571569],[-30.54057518],[-29.92543466],[-29.31029414],[-28.69515363],[-28.08001311],[-27.4648726],[-26.84973208],[-26.23459156],[-25.61945105],[-24.86729485],[-24.11513866],[-23.36298247],[-22.61082627],[-21.85867008],[-21.10651389],[-20.35435769],[-19.6022015],[-18.85004531],[-18.09788911],[-15.69454785],[-13.29120659],[-10.88786533],[-8.48452407],[-6.08118281],[-3.67784155],[-1.27450029],[1.12884097],[3.53218223],[5.9355235]
294,[7.09048897],[4.49202523],[1.89356149],[-0.70490225],[-3.30336599],[-5.90182973],[-8.50029348],[-11.09875722],[-13.69722096],[-16.2956847],[-18.89414844],[-19.5075677],[-20.12098695],[-20.73440621],[-21.34782546],[-21.96124472],[-22.57466397],[-23.18808323],[-23.80150248],[-24.41492174],[-25.02834099],[-25.66095689],[-26.29357279],[-26.92618869],[-27.55880458],[-28.19142048],[-28.82403638],[-29.45665227],[-30.08926817],[-30.72188407],[-31.35449997],[-31.63195202],[-31.90940408],[-32.18685614],[-32.4643082],[-32.74176026],[-33.01921232],[-33.29666437],[-33.57411643],[-33.85156849],[-34.12902055],[-34.02072846],[-33.91243637],[-33.80414429],[-33.6958522],[-33.58756011],[-33.47926803],[-33.37097594],[-33.26268385],[-33.15439177],[-33.04609968],[-33.57502559],[-34.1039515],[-34.6328774],[-35.16180331],[-35.69072922],[-36.21965512],[-36.74858103],[-37.27750694],[-37.80643285],[-38.33535875],[-38.24719516],[-38.15903156],[-38.07086797],[-37.98270437],[-37.89454077],[-37.80637718],[-37.71821358],[-37.63004998],[-37.54188639],[-37.45372279],[-37.68239013],[-37.91105747],[-38.1397248],[-38.36839214],[-38.59705948],[-38.82572681],[-39.05439415],[-39.28306149],[-39.51172882],[-39.74039616],[-39.56377696],[-39.38715776],[-39.21053856],[-39.03391936],[-38.85730016],[-38.68068095],[-38.50406175],[-38.32744255],[-38.15082335],[-37.97420415],[-37.80712416],[-37.64004417],[-37.47296419],[-37.3058842],[-37.13880421],[-36.97172422],[-36.80464423],[-36.63756425],[-36.47048426],[-36.30340427],[-36.01447932],[-35.72555438],[-35.43662943],[-35.14770449],[-34.85877955],[-34.5698546],[-34.28092966],[-33.99200471],[-33.70307977],[-33.41415482],[-33.54959792],[-33.68504101],[-33.82048411],[-33.95592721],[-34.0913703],[-34.2268134],[-34.3622565],[-34.49769959],[-34.63314269],[-34.76858579],[-34.38987775],[-34.01116971],[-33.63246168],[-33.25375364],[-32.8750456],[-32.49633757],[-32.11762953],[-31.73892149],[-31.36021346],[-30.98150542],[-30.47412073],[-29.96673603],[-29.45935133],[-28.95196664],[-28.44458194],[-27.93719724],[-27.42981255],[-26.92242785],[-26.41504315],[-25.90765846],[-25.18707574],[-24.46649303],[-23.74591032],[-23.02532761],[-22.30474489],[-21.58416218],[-20.86357947],[-20.14299675],[-19.42241404],[-18.70183133],[-16.12353071],[-13.54523009],[-10.96692947],[-8.38862885],[-5.81032824],[-3.23202762],[-0.653727],[1.92457362],[4.50287424],[7.08117485]
295,[7.85590328],[5.40620759],[2.95651191],[0.50681622],[-1.94287947],[-4.39257516],[-6.84227085],[-9.29196654],[-11.74166222],[-14.19135791],[-16.6410536],[-17.47602652],[-18.31099945],[-19.14597237],[-19.98094529],[-20.81591822],[-21.65089114],[-22.48586406],[-23.32083699],[-24.15580991],[-24.99078283],[-25.43324728],[-25.87571173],[-26.31817617],[-26.76064062],[-27.20310507],[-27.64556952],[-28.08803396],[-28.53049841],[-28.97296286],[-29.41542731],[-29.88032011],[-30.34521291],[-30.81010571],[-31.27499852],[-31.73989132],[-32.20478412],[-32.66967692],[-33.13456973],[-33.59946253],[-34.06435533],[-33.95670118],[-33.84904702],[-33.74139287],[-33.63373871],[-33.52608455],[-33.4184304],[-33.31077624],[-33.20312209],[-33.09546793],[-32.98781378],[-33.31154059],[-33.63526741],[-33.95899422],[-34.28272103],[-34.60644785],[-34.93017466],[-35.25390148],[-35.57762829],[-35.9013551],[-36.22508192],[-36.41701045],[-36.60893898],[-36.80086751],[-36.99279604],[-37.18472457],[-37.3766531],[-37.56858163],[-37.76051016],[-37.95243869],[-38.14436722],[-38.2747477],[-38.40512818],[-38.53550866],[-38.66588913],[-38.79626961],[-38.92665009],[-39.05703057],[-39.18741105],[-39.31779153],[-39.44817201],[-39.29072224],[-39.13327246],[-38.97582269],[-38.81837291],[-38.66092314],[-38.50347336],[-38.34602359],[-38.18857382],[-38.03112404],[-37.87367427],[-37.56976829],[-37.26586232],[-36.96195634],[-36.65805037],[-36.35414439],[-36.05023842],[-35.74633245],[-35.44242647],[-35.1385205],[-34.83461452],[-34.6434202],[-34.45222589],[-34.26103157],[-34.06983726],[-33.87864294],[-33.68744862],[-33.49625431],[-33.30505999],[-33.11386568],[-32.92267136],[-33.08938301],[-33.25609466],[-33.42280631],[-33.58951796],[-33.75622961],[-33.92294126],[-34.0896529],[-34.25636455],[-34.4230762],[-34.58978785],[-33.99125964],[-33.39273144],[-32.79420323],[-32.19567502],[-31.59714681],[-30.99861861],[-30.4000904],[-29.80156219],[-29.20303398],[-28.60450578],[-28.26994697],[-27.93538817],[-27.60082937],[-27.26627057],[-26.93171177],[-26.59715297],[-26.26259417],[-25.92803537],[-25.59347657],[-25.25891777],[-24.39060598],[-23.52229418],[-22.65398238],[-21.78567059],[-20.91735879],[-20.04904699],[-19.1807352],[-18.3124234],[-17.4441116],[-16.57579981],[-14.13344427],[-11.69108873],[-9.24873319],[-6.80637765],[-4.3640221],[-1.92166656],[0.52068898],[2.96304452],[5.40540006],[7.8477556]
296,[8.62131759],[6.32038996],[4.01946232],[1.71853469],[-0.58239295],[-2.88332058],[-5.18424822],[-7.48517585],[-9.78610349],[-12.08703112],[-14.38795876],[-15.44448535],[-16.50101194],[-17.55753853],[-18.61406512],[-19.67059172],[-20.72711831],[-21.7836449],[-22.84017149],[-23.89669808],[-24.95322467],[-25.20553767],[-25.45785067],[-25.71016366],[-25.96247666],[-26.21478966],[-26.46710266],[-26.71941565],[-26.97172865],[-27.22404165],[-27.47635465],[-28.12868819],[-28.78102174],[-29.43335529],[-30.08568883],[-30.73802238],[-31.39035593],[-32.04268948],[-32.69502302],[-33.34735657],[-33.99969012],[-33.89267389],[-33.78565767],[-33.67864144],[-33.57162522],[-33.46460899],[-33.35759277],[-33.25057655],[-33.14356032],[-33.0365441],[-32.92952787],[-33.04805559],[-33.16658332],[-33.28511104],[-33.40363876],[-33.52216648],[-33.6406942],[-33.75922192],[-33.87774964],[-33.99627736],[-34.11480508],[-34.58682574],[-35.0588464],[-35.53086705],[-36.00288771],[-36.47490836],[-36.94692902],[-37.41894968],[-37.89097033],[-38.36299099],[-38.83501164],[-38.86710527],[-38.89919889],[-38.93129251],[-38.96338613],[-38.99547975],[-39.02757337],[-39.05966699],[-39.09176062],[-39.12385424],[-39.15594786],[-39.01766751],[-38.87938716],[-38.74110682],[-38.60282647],[-38.46454612],[-38.32626577],[-38.18798543],[-38.04970508],[-37.91142473],[-37.77314439],[-37.33241242],[-36.89168046],[-36.4509485],[-36.01021654],[-35.56948458],[-35.12875262],[-34.68802066],[-34.2472887],[-33.80655673],[-33.36582477],[-33.27236109],[-33.1788974],[-33.08543371],[-32.99197002],[-32.89850634],[-32.80504265],[-32.71157896],[-32.61811527],[-32.52465159],[-32.4311879],[-32.6291681],[-32.8271483],[-33.0251285],[-33.22310871],[-33.42108891],[-33.61906911],[-33.81704931],[-34.01502951],[-34.21300971],[-34.41098992],[-33.59264154],[-32.77429316],[-31.95594478],[-31.1375964],[-30.31924802],[-29.50089964],[-28.68255126],[-27.86420289],[-27.04585451],[-26.22750613],[-26.06577322],[-25.90404032],[-25.74230742],[-25.58057451],[-25.41884161],[-25.2571087],[-25.0953758],[-24.9336429],[-24.77190999],[-24.61017709],[-23.59413621],[-22.57809533],[-21.56205445],[-20.54601357],[-19.52997269],[-18.51393181],[-17.49789093],[-16.48185005],[-15.46580917],[-14.44976829],[-12.14335782],[-9.83694736],[-7.5305369],[-5.22412644],[-2.91771597],[-0.61130551],[1.69510495],[4.00151542],[6.30792588],[8.61433634]
297,[9.08334964],[6.79527527],[4.5072009],[2.21912653],[-0.06894784],[-2.35702221],[-4.64509658],[-6.93317095],[-9.22124532],[-11.50931969],[-13.79739406],[-14.88785629],[-15.97831851],[-17.06878073],[-18.15924295],[-19.24970518],[-20.3401674],[-21.43062962],[-22.52109185],[-23.61155407],[-24.70201629],[-25.03554892],[-25.36908154],[-25.70261417],[-26.03614679],[-26.36967942],[-26.70321204],[-27.03674467],[-27.37027729],[-27.70380991],[-28.03734254],[-28.41120019],[-28.78505784],[-29.15891549],[-29.53277313],[-29.90663078],[-30.28048843],[-30.65434608],[-31.02820373],[-31.40206138],[-31.77591903],[-31.85088641],[-31.92585379],[-32.00082117],[-32.07578855],[-32.15075593],[-32.22572331],[-32.30069069],[-32.37565807],[-32.45062545],[-32.52559283],[-32.77226873],[-33.01894464],[-33.26562054],[-33.51229645],[-33.75897235],[-34.00564826],[-34.25232417],[-34.49900007],[-34.74567598],[-34.99235188],[-35.26152245],[-35.53069302],[-35.79986359],[-36.06903415],[-36.33820472],[-36.60737529],[-36.87654586],[-37.14571643],[-37.41488699],[-37.68405756],[-37.73016179],[-37.77626601],[-37.82237024],[-37.86847447],[-37.91457869],[-37.96068292],[-38.00678715],[-38.05289137],[-38.0989956],[-38.14509982],[-37.9940063],[-37.84291277],[-37.69181925],[-37.54072572],[-37.3896322],[-37.23853867],[-37.08744514],[-36.93635162],[-36.78525809],[-36.63416457],[-36.36388419],[-36.09360381],[-35.82332343],[-35.55304305],[-35.28276267],[-35.01248229],[-34.74220191],[-34.47192153],[-34.20164115],[-33.93136077],[-33.75271697],[-33.57407317],[-33.39542937],[-33.21678557],[-33.03814177],[-32.85949797],[-32.68085417],[-32.50221037],[-32.32356657],[-32.14492277],[-32.15260435],[-32.16028594],[-32.16796752],[-32.17564911],[-32.18333069],[-32.19101228],[-32.19869386],[-32.20637545],[-32.21405703],[-32.22173862],[-31.73514672],[-31.24855482],[-30.76196292],[-30.27537102],[-29.78877912],[-29.30218722],[-28.81559533],[-28.32900343],[-27.84241153],[-27.35581963],[-27.05623806],[-26.75665649],[-26.45707492],[-26.15749335],[-25.85791178],[-25.55833021],[-25.25874864],[-24.95916707],[-24.6595855],[-24.36000393],[-23.31176026],[-22.2635166],[-21.21527293],[-20.16702927],[-19.11878561],[-18.07054194],[-17.02229828],[-15.97405461],[-14.92581095],[-13.87756729],[-11.58240749],[-9.28724769],[-6.99208789],[-4.6969281],[-2.4017683],[-0.1066085],[2.1885513],[4.48371109],[6.77887089],[9.07403069]
298,[9.5453817],[7.27016059],[4.99493948],[2.71971838],[0.44449727],[-1.83072383],[-4.10594494],[-6.38116605],[-8.65638715],[-10.93160826],[-13.20682937],[-14.33122722],[-15.45562508],[-16.58002293],[-17.70442078],[-18.82881864],[-19.95321649],[-21.07761435],[-22.2020122],[-23.32641006],[-24.45080791],[-24.86556016],[-25.28031242],[-25.69506467],[-26.10981692],[-26.52456917],[-26.93932143],[-27.35407368],[-27.76882593],[-28.18357818],[-28.59833043],[-28.69371218],[-28.78909393],[-28.88447569],[-28.97985744],[-29.07523919],[-29.17062094],[-29.26600269],[-29.36138444],[-29.45676619],[-29.55214794],[-29.80909892],[-30.06604991],[-30.32300089],[-30.57995187],[-30.83690286],[-31.09385384],[-31.35080483],[-31.60775581],[-31.8647068],[-32.12165778],[-32.49648187],[-32.87130596],[-33.24613005],[-33.62095414],[-33.99577823],[-34.37060232],[-34.74542641],[-35.1202505],[-35.49507459],[-35.86989868],[-35.93621916],[-36.00253964],[-36.06886012],[-36.1351806],[-36.20150108],[-36.26782156],[-36.33414204],[-36.40046252],[-36.466783],[-36.53310348],[-36.59321831],[-36.65333314],[-36.71344797],[-36.7735628],[-36.83367763],[-36.89379246],[-36.9539073],[-37.01402213],[-37.07413696],[-37.13425179],[-36.97034508],[-36.80643838],[-36.64253168],[-36.47862497],[-36.31471827],[-36.15081156],[-35.98690486],[-35.82299816],[-35.65909145],[-35.49518475],[-35.39535595],[-35.29552715],[-35.19569835],[-35.09586955],[-34.99604075],[-34.89621196],[-34.79638316],[-34.69655436],[-34.59672556],[-34.49689676],[-34.23307285],[-33.96924894],[-33.70542502],[-33.44160111],[-33.1777772],[-32.91395328],[-32.65012937],[-32.38630546],[-32.12248155],[-31.85865763],[-31.6760406],[-31.49342357],[-31.31080654],[-31.12818951],[-30.94557248],[-30.76295544],[-30.58033841],[-30.39772138],[-30.21510435],[-30.03248732],[-29.8776519],[-29.72281648],[-29.56798106],[-29.41314564],[-29.25831022],[-29.10347481],[-28.94863939],[-28.79380397],[-28.63896855],[-28.48413313],[-28.0467029],[-27.60927266],[-27.17184242],[-26.73441219],[-26.29698195],[-25.85955171],[-25.42212148],[-24.98469124],[-24.547261],[-24.10983077],[-23.02938432],[-21.94893787],[-20.86849142],[-19.78804497],[-18.70759853],[-17.62715208],[-16.54670563],[-15.46625918],[-14.38581273],[-13.30536629],[-11.02145715],[-8.73754802],[-6.45363889],[-4.16972976],[-1.88582062],[0.39808851],[2.68199764],[4.96590677],[7.24981591],[9.53372504]
299,[9.73926256],[7.31908742],[4.89891228],[2.47873714],[0.05856201],[-2.36161313],[-4.78178827],[-7.2019634],[-9.62213854],[-12.04231368],[-14.46248881],[-15.23976078],[-16.01703275],[-16.79430471],[-17.57157668],[-18.34884865],[-19.12612061],[-19.90339258],[-20.68066455],[-21.45793651],[-22.23520848],[-22.81881346],[-23.40241843],[-23.9860234],[-24.56962838],[-25.15323335],[-25.73683832],[-26.3204433],[-26.90404827],[-27.48765324],[-28.07125822],[-28.17124321],[-28.27122821],[-28.3712132],[-28.4711982],[-28.57118319],[-28.67116819],[-28.77115318],[-28.87113818],[-28.97112317],[-29.07110817],[-29.32021706],[-29.56932596],[-29.81843486],[-30.06754376],[-30.31665266],[-30.56576155],[-30.81487045],[-31.06397935],[-31.31308825],[-31.56219714],[-31.90780751],[-32.25341788],[-32.59902825],[-32.94463862],[-33.29024899],[-33.63585936],[-33.98146972],[-34.32708009],[-34.67269046],[-35.01830083],[-35.02917134],[-35.04004186],[-35.05091237],[-35.06178288],[-35.0726534],[-35.08352391],[-35.09439442],[-35.10526494],[-35.11613545],[-35.12700596],[-35.22105906],[-35.31511216],[-35.40916526],[-35.50321836],[-35.59727146],[-35.69132456],[-35.78537766],[-35.87943076],[-35.97348386],[-36.06753696],[-36.00322838],[-35.93891979],[-35.87461121],[-35.81030263],[-35.74599404],[-35.68168546],[-35.61737687],[-35.55306829],[-35.4887597],[-35.42445112],[-35.34826977],[-35.27208843],[-35.19590708],[-35.11972574],[-35.04354439],[-34.96736305],[-34.89118171],[-34.81500036],[-34.73881902],[-34.66263767],[-34.26673548],[-33.87083328],[-33.47493109],[-33.0790289],[-32.6831267],[-32.28722451],[-31.89132232],[-31.49542012],[-31.09951793],[-30.70361573],[-30.59674973],[-30.48988372],[-30.38301771],[-30.2761517],[-30.16928569],[-30.06241969],[-29.95555368],[-29.84868767],[-29.74182166],[-29.63495566],[-29.43547585],[-29.23599604],[-29.03651623],[-28.83703642],[-28.63755661],[-28.4380768],[-28.23859699],[-28.03911718],[-27.83963737],[-27.64015756],[-27.08796209],[-26.53576663],[-25.98357117],[-25.4313757],[-24.87918024],[-24.32698477],[-23.77478931],[-23.22259385],[-22.67039838],[-22.11820292],[-21.3561625],[-20.59412208],[-19.83208166],[-19.07004124],[-18.30800082],[-17.5459604],[-16.78391998],[-16.02187956],[-15.25983914],[-14.49779873],[-12.07541525],[-9.65303178],[-7.23064831],[-4.80826484],[-2.38588137],[0.0365021],[2.45888557],[4.88126904],[7.30365251],[9.72603598]
300,[9.93314341],[7.36801425],[4.80288508],[2.23775591],[-0.32737326],[-2.89250242],[-5.45763159],[-8.02276076],[-10.58788993],[-13.1530191],[-15.71814826],[-16.14829434],[-16.57844042],[-17.0085865],[-17.43873258],[-17.86887866],[-18.29902474],[-18.72917081],[-19.15931689],[-19.58946297],[-20.01960905],[-20.77206675],[-21.52452444],[-22.27698214],[-23.02943983],[-23.78189753],[-24.53435522],[-25.28681291],[-26.03927061],[-26.7917283],[-27.544186],[-27.64877424],[-27.75336248],[-27.85795072],[-27.96253896],[-28.0671272],[-28.17171544],[-28.27630367],[-28.38089191],[-28.48548015],[-28.59006839],[-28.8313352],[-29.07260202],[-29.31386883],[-29.55513564],[-29.79640245],[-30.03766926],[-30.27893607],[-30.52020289],[-30.7614697],[-31.00273651],[-31.31913316],[-31.6355298],[-31.95192645],[-32.2683231],[-32.58471974],[-32.90111639],[-33.21751304],[-33.53390968],[-33.85030633],[-34.16670298],[-34.12212352],[-34.07754407],[-34.03296462],[-33.98838516],[-33.94380571],[-33.89922626],[-33.85464681],[-33.81006735],[-33.7654879],[-33.72090845],[-33.84889982],[-33.97689118],[-34.10488255],[-34.23287392],[-34.36086529],[-34.48885666],[-34.61684803],[-34.7448394],[-34.87283077],[-35.00082214],[-35.03611167],[-35.07140121],[-35.10669074],[-35.14198028],[-35.17726981],[-35.21255935],[-35.24784888],[-35.28313842],[-35.31842795],[-35.35371749],[-35.3011836],[-35.24864971],[-35.19611582],[-35.14358193],[-35.09104804],[-35.03851415],[-34.98598025],[-34.93344636],[-34.88091247],[-34.82837858],[-34.30039811],[-33.77241763],[-33.24443716],[-32.71645668],[-32.18847621],[-31.66049573],[-31.13251526],[-30.60453478],[-30.07655431],[-29.54857383],[-29.51745885],[-29.48634386],[-29.45522888],[-29.4241139],[-29.39299891],[-29.36188393],[-29.33076895],[-29.29965396],[-29.26853898],[-29.23742399],[-28.99329979],[-28.74917559],[-28.50505139],[-28.26092719],[-28.01680299],[-27.77267879],[-27.52855458],[-27.28443038],[-27.04030618],[-26.79618198],[-26.12922129],[-25.4622606],[-24.79529991],[-24.12833922],[-23.46137853],[-22.79441784],[-22.12745715],[-21.46049645],[-20.79353576],[-20.12657507],[-19.68294068],[-19.23930629],[-18.7956719],[-18.35203751],[-17.90840312],[-17.46476873],[-17.02113434],[-16.57749995],[-16.13386556],[-15.69023117],[-13.12937336],[-10.56851555],[-8.00765774],[-5.44679993],[-2.88594212],[-0.32508431],[2.2357735],[4.79663131],[7.35748912],[9.91834693]
301,[9.85433681],[7.64254409],[5.43075136],[3.21895864],[1.00716591],[-1.20462681],[-3.41641954],[-5.62821227],[-7.84000499],[-10.05179772],[-12.26359044],[-13.1821167],[-14.10064296],[-15.01916921],[-15.93769547],[-16.85622173],[-17.77474798],[-18.69327424],[-19.6118005],[-20.53032676],[-21.44885301],[-21.89005552],[-22.33125804],[-22.77246055],[-23.21366306],[-23.65486557],[-24.09606809],[-24.5372706],[-24.97847311],[-25.41967562],[-25.86087813],[-26.06532029],[-26.26976246],[-26.47420462],[-26.67864678],[-26.88308894],[-27.0875311],[-27.29197326],[-27.49641542],[-27.70085758],[-27.90529974],[-28.16697454],[-28.42864934],[-28.69032413],[-28.95199893],[-29.21367373],[-29.47534852],[-29.73702332],[-29.99869812],[-30.26037291],[-30.52204771],[-30.96614136],[-31.41023501],[-31.85432867],[-32.29842232],[-32.74251597],[-33.18660962],[-33.63070328],[-34.07479693],[-34.51889058],[-34.96298423],[-34.80251606],[-34.64204789],[-34.48157972],[-34.32111154],[-34.16064337],[-34.0001752],[-33.83970703],[-33.67923886],[-33.51877068],[-33.35830251],[-33.43277212],[-33.50724173],[-33.58171134],[-33.65618094],[-33.73065055],[-33.80512016],[-33.87958977],[-33.95405938],[-34.02852898],[-34.10299859],[-34.19238413],[-34.28176967],[-34.37115521],[-34.46054075],[-34.54992628],[-34.63931182],[-34.72869736],[-34.8180829],[-34.90746844],[-34.99685398],[-34.87703631],[-34.75721865],[-34.63740099],[-34.51758333],[-34.39776567],[-34.27794801],[-34.15813034],[-34.03831268],[-33.91849502],[-33.79867736],[-33.49097389],[-33.18327042],[-32.87556695],[-32.56786348],[-32.26016001],[-31.95245654],[-31.64475307],[-31.3370496],[-31.02934613],[-30.72164266],[-30.52567672],[-30.32971079],[-30.13374485],[-29.93777891],[-29.74181298],[-29.54584704],[-29.3498811],[-29.15391517],[-28.95794923],[-28.76198329],[-28.45275433],[-28.14352537],[-27.83429641],[-27.52506745],[-27.21583849],[-26.90660953],[-26.59738056],[-26.2881516],[-25.97892264],[-25.66969368],[-25.23502678],[-24.80035987],[-24.36569297],[-23.93102606],[-23.49635916],[-23.06169225],[-22.62702535],[-22.19235845],[-21.75769154],[-21.32302464],[-20.41671488],[-19.51040513],[-18.60409538],[-17.69778563],[-16.79147588],[-15.88516613],[-14.97885637],[-14.07254662],[-13.16623687],[-12.25992712],[-10.05025016],[-7.8405732],[-5.63089624],[-3.42121928],[-1.21154232],[0.99813464],[3.2078116],[5.41748856],[7.62716553],[9.83684249]
302,[9.77553021],[7.91707393],[6.05861764],[4.20016136],[2.34170508],[0.48324879],[-1.37520749],[-3.23366377],[-5.09212005],[-6.95057634],[-8.80903262],[-10.21593906],[-11.62284549],[-13.02975193],[-14.43665836],[-15.8435648],[-17.25047123],[-18.65737767],[-20.0642841],[-21.47119054],[-22.87809697],[-23.0080443],[-23.13799163],[-23.26793896],[-23.39788629],[-23.52783362],[-23.65778095],[-23.78772828],[-23.91767561],[-24.04762294],[-24.17757027],[-24.48186635],[-24.78616243],[-25.09045852],[-25.3947546],[-25.69905068],[-26.00334676],[-26.30764285],[-26.61193893],[-26.91623501],[-27.2205311],[-27.50261388],[-27.78469666],[-28.06677944],[-28.34886222],[-28.630945],[-28.91302778],[-29.19511056],[-29.47719334],[-29.75927612],[-30.04135891],[-30.61314956],[-31.18494022],[-31.75673088],[-32.32852154],[-32.9003122],[-33.47210286],[-34.04389351],[-34.61568417],[-35.18747483],[-35.75926549],[-35.4829086],[-35.20655171],[-34.93019482],[-34.65383792],[-34.37748103],[-34.10112414],[-33.82476725],[-33.54841036],[-33.27205347],[-32.99569658],[-33.01664442],[-33.03759227],[-33.05854012],[-33.07948796],[-33.10043581],[-33.12138366],[-33.1423315],[-33.16327935],[-33.1842272],[-33.20517504],[-33.34865659],[-33.49213813],[-33.63561967],[-33.77910121],[-33.92258275],[-34.0660643],[-34.20954584],[-34.35302738],[-34.49650892],[-34.63999046],[-34.45288903],[-34.2657876],[-34.07868617],[-33.89158473],[-33.7044833],[-33.51738187],[-33.33028043],[-33.143179],[-32.95607757],[-32.76897614],[-32.68154967],[-32.59412321],[-32.50669674],[-32.41927028],[-32.33184381],[-32.24441735],[-32.15699088],[-32.06956442],[-31.98213795],[-31.89471149],[-31.5338946],[-31.17307771],[-30.81226082],[-30.45144393],[-30.09062704],[-29.72981015],[-29.36899326],[-29.00817637],[-28.64735948],[-28.28654259],[-27.91220887],[-27.53787515],[-27.16354143],[-26.78920771],[-26.41487399],[-26.04054026],[-25.66620654],[-25.29187282],[-24.9175391],[-24.54320538],[-24.34083226],[-24.13845914],[-23.93608602],[-23.73371291],[-23.53133979],[-23.32896667],[-23.12659355],[-22.92422044],[-22.72184732],[-22.5194742],[-21.15048909],[-19.78150397],[-18.41251886],[-17.04353375],[-15.67454863],[-14.30556352],[-12.93657841],[-11.5675933],[-10.19860818],[-8.82962307],[-6.97112696],[-5.11263085],[-3.25413474],[-1.39563863],[0.46285749],[2.3213536],[4.17984971],[6.03834582],[7.89684193],[9.75533804]
