0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359
-3.04201740954075,-3.2330056232069246,-4.286412628861321,-5.598264425997039,-6.67151214420471,-7.628341031978854,-7.223511327671294,-8.513073488296918,-11.928798892343366,-11.588070059897237,-13.510820232250833,-14.861278552945947,-15.906591326404806,-16.425177814836943,-15.36019741911022,-16.56860589791165,-15.768183257119839,-16.82441120880757,-16.677764315758004,-16.48004434766019,-17.324222588543257,-16.575901410970182,-16.67184650241031,-15.987691687901101,-17.14860857650585,-15.976112897613442,-15.57658217664194,-14.9548791541726,-11.400614832582484,-11.182520708985225,-8.89111696256165,-6.933019441729215,-9.368918217039056,-10.153974557625663,-12.401400688170543,-12.548364855356382,-16.433366395362746,-15.790101035742797,-13.181822380208395,-11.912423666997887,-14.83826036325084,-14.569258883736168,-14.397119317124513,-15.351078095568564,-15.324400658474982,-14.811229610132104,-15.276400046007382,-15.985038425503717,-16.685396545759424,-17.01254108453749,-16.507612874310144,-15.469183532734995,-16.244672108085677,-16.879745586913415,-15.842423766441298,-15.79211183316078,-16.181748484109303,-15.944700752034846,-15.187908379316045,-16.398038173829644,-17.88311917931597,-17.493141380441678,-17.513794583456793,-17.240668374781112,-17.43551102854834,-17.692502092476953,-17.198951404164333,-17.65419441804379,-18.020505791061346,-18.382613123428165,-17.752566601087217,-17.863912333546995,-17.03528374724357,-17.08994174369612,-16.42283388885856,-16.191329258815088,-16.59293480567056,-17.409823620514448,-17.49404448789673,-18.583547163764354,-17.680628182137234,-17.062602442181,-16.719639161667953,-16.558654631374456,-16.032433373704503,-14.997262264672376,-15.516893282802101,-15.775157257556616,-14.65273002318263,-13.886338474274748,-12.772276035694253,-13.639155287876356,-13.914521076187945,-15.016556520162707,-15.01065029605548,-14.927581060789358,-14.135168933411409,-15.662483835792198,-17.060642581005027,-14.852837524594158,-14.927977527035608,-15.936003423991345,-17.83052152310836,-15.794286898073223,-15.193754174109369,-14.859655257536682,-15.313886733417228,-15.750054203987458,-16.17544268094544,-15.632637310355683,-15.91893680351367,-16.180803441840446,-16.569681452797017,-16.211416190053473,-16.342935784684705,-16.415999974852145,-16.287201986685538,-15.668813449063743,-15.446314940673853,-15.300932762360214,-14.675274904586175,-13.821300635202306,-13.672746117724525,-13.435941627333188,-13.803430452972272,-13.796437535375674,-13.550052202753717,-13.35008702967497,-13.58170557556631,-14.064037034722753,-14.431043202678513,-15.025707661693506,-14.490483636394732,-15.148119953127924,-15.055310567847656,-16.32161721460386,-16.347303855205762,-16.567575149194628,-16.51918451726376,-16.746585457804095,-17.022536412926634,-16.26809598704737,-15.072359729958428,-14.771731175996088,-15.203733106068746,-15.256728921875176,-14.967581272839025,-16.891761927693082,-16.861772021026496,-16.949596348547022,-17.06020652927341,-16.839220150607193,-17.044427034296252,-15.41082264987043,-16.42197273831529,-16.8210133998588,-17.255087579741744,-18.36303443677088,-15.7471811068087,-16.943220508228258,-15.088629009408107,-17.002116459587945,-14.936807679257804,-12.092266692511673,-10.806651255664274,-10.1882418013326,-13.202541913148021,-13.474585639309991,-13.255736711924879,-14.435017059539007,-11.397316081212836,-10.74576992213457,-11.81181759530591,-12.630604693675577,-10.908989369692023,-10.765487678346835,-11.38845891753607,-11.44982409140204,-11.91020000450656,-15.330821117957488,-15.45882014545863,-14.959979141167244,-14.408791832166454,-11.839647129839735,-10.399248366490099,-10.698541866793379,-10.964185920602716,-12.109381621462347,-13.832248637396125,-12.071295365826096,-12.58706875697252,-12.61419025907692,-11.64397324286197,-12.383393981665854,-13.180194773005612,-12.587206576046398,-13.751242952685008,-14.833707326247609,-16.64311968384618,-16.55254923021775,-16.165479671516533,-17.935870155134815,-16.953333453595864,-18.097948419736237,-20.102747918093236,-19.685493119963805,-19.352815951435957,-19.686065265967812,-18.881250615716006,-18.280395370137587,-18.584811107589744,-19.199929918757604,-19.378074165642744,-18.475153043540825,-17.616159377614817,-17.242170530230542,-18.347189265190643,-17.05295808487226,-16.854998389255098,-16.12786604129677,-16.299935297122662,-16.981380436153813,-18.64729367101982,-18.774301742641192,-17.7136954874443,-16.374419793805995,-16.532363758686465,-17.421796644975846,-17.469235971529113,-16.329723380125756,-15.403467834687582,-14.819032064058488,-13.919194981544369,-15.236487885016466,-14.801665602330322,-14.17093147859865,-14.944770800444498,-14.463790493344732,-14.715733206107966,-15.051158334642047,-14.542847758593005,-14.370539351944299,-14.353609708305449,-14.212853314334952,-14.168776622442746,-13.303649466739962,-13.311202490940206,-13.99963357344383,-13.959752709549624,-14.164730676133521,-12.528796449554365,-11.872226607163267,-12.713399657113593,-14.417672919409748,-14.28739353019689,-14.199621174104673,-14.010625472502898,-13.332655284906956,-13.977113980934512,-13.769991182432914,-14.169392021243176,-14.900017518144805,-14.622121048506376,-12.089987087085593,-13.753480289844102,-11.176407991882083,-12.271282344268064,-11.065233511983033,-12.449316167641758,-12.545692428605285,-12.062547789625505,-12.19456472808772,-12.107093248214076,-10.236386154641547,-11.343186644274487,-11.740589576623803,-11.434043240568297,-10.818354390839984,-11.48681405432634,-11.343275155886765,-11.922620026789094,-12.726942229691575,-13.074628279878924,-13.462272495769462,-13.721359244551543,-14.479890060548035,-15.797959857402015,-15.696995896340493,-16.16241764207631,-16.393750660112502,-16.77493996842014,-16.69937556061513,-16.633964220642053,-17.287640934773684,-18.147163280542806,-17.493146976550527,-16.61253446062622,-15.546056057221808,-16.66730382253521,-18.233484905163294,-16.987741674447896,-15.677423669361643,-16.908581650308626,-16.51148852110101,-17.194577586568343,-16.804802767667475,-16.581276132857422,-17.729628111992323,-18.260034686480473,-16.582739660166528,-16.725206031672457,-17.227940007822536,-17.127622472613545,-16.006427641583027,-16.308036501724537,-16.956051923090442,-16.7451139490514,-16.43658783551267,-16.235614657665074,-17.227161505157614,-15.918892866423375,-15.343466806776851,-14.360380673040286,-12.0085255504036,-12.109261909639788,-12.085021293426035,-9.665245987215012,-8.628775906994765,-7.712524664742071,-8.494761894386105,-8.918773652594755,-12.418308151315742,-12.78944368546325,-13.822483474157659,-15.049727934297788,-17.636872170503736,-16.28461406704333,-17.670393823047853,-15.332363158073328,-16.4691760315863,-17.85664384729691,-16.454119473180327,-17.073989626104815,-16.461037100955785,-17.038481991365494,-17.345424439965388,-16.707445537225105,-15.689365512417684,-14.571226432917294,-13.406237233782473,-13.12068768438829,-12.240424562527071,-10.663968272778998,-12.63780188758373,-9.202202670221169,-6.554734172080666,-5.81250907810252,-4.836734762978303,-3.5748662023769513,-3.2046020637345167,-2.854234817279944
