,0
3_-3,-44.31477754835306
3_-2,-44.996611596792306
3_-1,-45.678445645231555
3_0,-46.360279693670805
3_1,-46.23572955304823
3_2,-46.11117941242565
3_3,-45.98662927180308
3_4,-45.86207913118051
3_5,-45.73752899055793
3_6,-45.61297884993535
3_7,-45.488428709312785
3_8,-45.3638785686902
3_9,-45.23932842806762
3_10,-45.11477828744505
3_11,-44.454716745131584
3_12,-43.79465520281812
3_13,-43.134593660504656
3_14,-42.47453211819119
3_15,-41.81447057587772
3_16,-41.154409033564264
3_17,-40.4943474912508
3_18,-39.83428594893733
3_19,-39.174224406623864
3_20,-38.5141628643104
3_21,-38.554068949367725
3_22,-38.59397503442504
3_23,-38.63388111948236
3_24,-38.67378720453968
3_25,-38.713693289597
3_26,-38.75359937465432
3_27,-38.793505459711646
3_28,-38.833411544768964
3_29,-38.87331762982628
3_30,-38.9132237148836
3_31,-38.036659631250004
3_32,-37.16009554761641
3_33,-36.28353146398282
3_34,-35.40696738034922
3_35,-34.530403296715626
3_36,-33.65383921308204
3_37,-32.77727512944844
3_38,-31.90071104581484
3_39,-31.024146962181245
3_40,-30.147582878547652
3_41,-29.694687071217572
3_42,-29.241791263887492
3_43,-28.788895456557412
3_44,-28.335999649227332
3_45,-27.88310384189725
3_46,-27.430208034567173
3_47,-26.977312227237093
3_48,-26.52441641990701
3_49,-26.071520612576933
3_50,-25.61862480524685
3_51,-25.39765672639946
3_52,-25.17668864755208
3_53,-24.955720568704695
3_54,-24.734752489857314
3_55,-24.513784411009926
3_56,-24.292816332162545
3_57,-24.07184825331516
3_58,-23.850880174467772
3_59,-23.629912095620384
3_60,-23.408944016773
3_61,-22.829306672045707
3_62,-22.24966932731841
3_63,-21.670031982591112
3_64,-21.09039463786382
3_65,-20.510757293136525
3_66,-19.931119948409233
3_67,-19.351482603681937
3_68,-18.77184525895464
3_69,-18.192207914227346
3_70,-17.61257056950005
3_71,-16.33977166235032
3_72,-15.066972755200588
3_73,-13.794173848050857
3_74,-12.521374940901124
3_75,-11.248576033751391
3_76,-9.975777126601661
3_77,-8.70297821945193
3_78,-7.430179312302198
3_79,-6.157380405152466
3_80,-4.884581498002735
4_-80,-8.79601055554957
4_-79,-9.895010792187803
4_-78,-10.994011028826037
4_-77,-12.09301126546427
4_-76,-13.192011502102503
4_-75,-14.291011738740735
4_-74,-15.39001197537897
4_-73,-16.4890122120172
4_-72,-17.588012448655434
4_-71,-18.687012685293666
4_-70,-19.7860129219319
4_-69,-20.27981417228559
4_-68,-20.77361542263928
4_-67,-21.267416672992972
4_-66,-21.761217923346663
4_-65,-22.255019173700347
4_-64,-22.748820424054042
4_-63,-23.24262167440773
4_-62,-23.73642292476142
4_-61,-24.230224175115108
4_-60,-24.7240254254688
4_-59,-25.9938216527217
4_-58,-27.2636178799746
4_-57,-28.5334141072275
4_-56,-29.803210334480404
4_-55,-31.0730065617333
4_-54,-32.342802788986205
4_-53,-33.6125990162391
4_-52,-34.882395243492
4_-51,-36.1521914707449
4_-50,-37.4219876979978
4_-49,-36.70169223885312
4_-48,-35.98139677970844
4_-47,-35.26110132056377
4_-46,-34.54080586141909
4_-45,-33.8205104022744
4_-44,-33.10021494312972
4_-43,-32.37991948398504
4_-42,-31.659624024840358
4_-41,-30.939328565695682
4_-40,-30.219033106551
4_-39,-31.58495734077432
4_-38,-32.95088157499764
4_-37,-34.316805809220966
4_-36,-35.68273004344428
4_-35,-37.0486542776676
4_-34,-38.41457851189092
4_-33,-39.780502746114244
4_-32,-41.146426980337566
4_-31,-42.51235121456088
4_-30,-43.8782754487842
4_-29,-43.70610547803593
4_-28,-43.533935507287666
4_-27,-43.361765536539394
4_-26,-43.18959556579112
4_-25,-43.01742559504285
4_-24,-42.84525562429459
4_-23,-42.673085653546316
4_-22,-42.500915682798045
4_-21,-42.32874571204977
4_-20,-42.1565757413015
4_-19,-41.793670430140324
4_-18,-41.430765118979146
4_-17,-41.06785980781797
4_-16,-40.70495449665678
4_-15,-40.3420491854956
4_-14,-39.979143874334426
4_-13,-39.61623856317325
4_-12,-39.25333325201206
4_-11,-38.89042794085088
4_-10,-38.5275226296897
4_-9,-39.16787593591898
4_-8,-39.80822924214826
4_-7,-40.448582548377544
4_-6,-41.088935854606824
4_-5,-41.7292891608361
4_-4,-42.36964246706538
4_-3,-43.00999577329466
4_-2,-43.65034907952394
4_-1,-44.29070238575322
4_0,-44.9310556919825
4_1,-44.84701681485133
4_2,-44.762977937720166
4_3,-44.678939060588995
4_4,-44.594900183457824
4_5,-44.510861306326646
4_6,-44.42682242919548
4_7,-44.34278355206432
4_8,-44.25874467493314
4_9,-44.17470579780197
4_10,-44.0906669206708
4_11,-43.34894547852904
4_12,-42.60722403638728
4_13,-41.86550259424553
4_14,-41.12378115210377
4_15,-40.382059709962
4_16,-39.64033826782024
4_17,-38.89861682567849
4_18,-38.15689538353672
4_19,-37.41517394139496
4_20,-36.6734524992532
4_21,-36.78970399328591
4_22,-36.90595548731862
4_23,-37.02220698135133
4_24,-37.13845847538404
4_25,-37.25470996941675
4_26,-37.37096146344946
4_27,-37.48721295748218
4_28,-37.60346445151488
4_29,-37.71971594554759
4_30,-37.8359674395803
4_31,-37.12731318658237
4_32,-36.418658933584446
4_33,-35.710004680586515
4_34,-35.001350427588584
4_35,-34.29269617459065
4_36,-33.58404192159273
4_37,-32.87538766859479
4_38,-32.166733415596866
4_39,-31.458079162598928
4_40,-30.749424909601
4_41,-30.52143236332254
4_42,-30.29343981704408
4_43,-30.065447270765624
4_44,-29.837454724487163
4_45,-29.6094621782087
4_46,-29.381469631930244
4_47,-29.153477085651787
4_48,-28.925484539373322
4_49,-28.69749199309486
4_50,-28.4694994468164
4_51,-27.95424250596061
4_52,-27.438985565104822
4_53,-26.923728624249037
4_54,-26.408471683393245
4_55,-25.893214742537452
4_56,-25.377957801681664
4_57,-24.862700860825875
4_58,-24.347443919970083
4_59,-23.83218697911429
4_60,-23.3169300382585
4_61,-22.99677676055404
4_62,-22.676623482849582
4_63,-22.356470205145122
4_64,-22.036316927440666
4_65,-21.716163649736203
4_66,-21.396010372031743
4_67,-21.075857094327283
4_68,-20.75570381662282
4_69,-20.435550538918363
4_70,-20.1153972612139
4_71,-18.975530914032852
4_72,-17.835664566851804
4_73,-16.695798219670756
4_74,-15.555931872489705
4_75,-14.416065525308655
4_76,-13.276199178127607
4_77,-12.136332830946557
4_78,-10.99646648376551
4_79,-9.85660013658446
4_80,-8.71673378940341
5_-80,-12.616736325070836
5_-79,-13.255864207257972
5_-78,-13.89499208944511
5_-77,-14.534119971632247
5_-76,-15.173247853819383
5_-75,-15.812375736006517
5_-74,-16.451503618193655
5_-73,-17.09063150038079
5_-72,-17.729759382567927
5_-71,-18.368887264755063
5_-70,-19.0080151469422
5_-69,-19.609119049147342
5_-68,-20.21022295135248
5_-67,-20.811326853557624
5_-66,-21.412430755762763
5_-65,-22.0135346579679
5_-64,-22.61463856017304
5_-63,-23.21574246237818
5_-62,-23.81684636458332
5_-61,-24.41795026678846
5_-60,-25.0190541689936
5_-59,-25.69618113631771
5_-58,-26.37330810364182
5_-57,-27.050435070965932
5_-56,-27.727562038290046
5_-55,-28.404689005614152
5_-54,-29.081815972938262
5_-53,-29.758942940262372
5_-52,-30.43606990758648
5_-51,-31.113196874910592
5_-50,-31.7903238422347
5_-49,-31.863784976617488
5_-48,-31.93724611100027
5_-47,-32.01070724538306
5_-46,-32.08416837976584
5_-45,-32.157629514148624
5_-44,-32.23109064853141
5_-43,-32.304551782914196
5_-42,-32.37801291729698
5_-41,-32.45147405167977
5_-40,-32.52493518606255
5_-39,-33.33605874046812
5_-38,-34.1471822948737
5_-37,-34.958305849279284
5_-36,-35.76942940368485
5_-35,-36.58055295809042
5_-34,-37.391676512496005
5_-33,-38.20280006690158
5_-32,-39.01392362130716
5_-31,-39.825047175712726
5_-30,-40.6361707301183
5_-29,-41.00707258251337
5_-28,-41.37797443490846
5_-27,-41.74887628730353
5_-26,-42.1197781396986
5_-25,-42.490679992093675
5_-24,-42.861581844488754
5_-23,-43.23248369688383
5_-22,-43.603385549278904
5_-21,-43.974287401673976
5_-20,-44.345189254069055
5_-19,-43.811169942342026
5_-18,-43.277150630615
5_-17,-42.74313131888797
5_-16,-42.20911200716093
5_-15,-41.6750926954339
5_-14,-41.141073383706875
5_-13,-40.607054071979846
5_-12,-40.07303476025281
5_-11,-39.53901544852578
5_-10,-39.00499613679875
5_-9,-39.596809454665305
5_-8,-40.18862277253186
5_-7,-40.78043609039842
5_-6,-41.37224940826497
5_-5,-41.96406272613152
5_-4,-42.55587604399808
5_-3,-43.147689361864636
5_-2,-43.73950267973119
5_-1,-44.33131599759774
5_0,-44.9231293154643
5_1,-44.86298733061801
5_2,-44.80284534577171
5_3,-44.74270336092542
5_4,-44.68256137607913
5_5,-44.622419391232825
5_6,-44.56227740638653
5_7,-44.50213542154024
5_8,-44.441993436693934
5_9,-44.381851451847645
5_10,-44.32170946700135
5_11,-44.09613080867095
5_12,-43.870552150340544
5_13,-43.64497349201015
5_14,-43.41939483367975
5_15,-43.19381617534935
5_16,-42.96823751701895
5_17,-42.74265885868856
5_18,-42.51708020035815
5_19,-42.291501542027746
5_20,-42.065922883697354
5_21,-41.39242240366204
5_22,-40.718921923626745
5_23,-40.04542144359144
5_24,-39.371920963556136
5_25,-38.69842048352082
5_26,-38.02492000348552
5_27,-37.351419523450225
5_28,-36.67791904341491
5_29,-36.0044185633796
5_30,-35.3309180833443
5_31,-35.10660039927934
5_32,-34.88228271521438
5_33,-34.65796503114942
5_34,-34.43364734708447
5_35,-34.2093296630195
5_36,-33.985011978954546
5_37,-33.76069429488958
5_38,-33.536376610824625
5_39,-33.31205892675966
5_40,-33.0877412426947
5_41,-32.62428642134304
5_42,-32.16083159999138
5_43,-31.697376778639722
5_44,-31.23392195728806
5_45,-30.770467135936403
5_46,-30.307012314584746
5_47,-29.843557493233085
5_48,-29.380102671881424
5_49,-28.91664785052976
5_50,-28.453193029178102
5_51,-28.2948613886552
5_52,-28.136529748132293
5_53,-27.97819810760939
5_54,-27.819866467086484
5_55,-27.661534826563578
5_56,-27.503203186040672
5_57,-27.34487154551777
5_58,-27.18653990499486
5_59,-27.028208264471957
5_60,-26.86987662394905
5_61,-26.11111217432517
5_62,-25.35234772470129
5_63,-24.59358327507741
5_64,-23.834818825453535
5_65,-23.076054375829653
5_66,-22.317289926205774
5_67,-21.55852547658189
5_68,-20.79976102695801
5_69,-20.040996577334134
5_70,-19.28223212771025
5_71,-18.582643079814304
5_72,-17.883054031918352
5_73,-17.183464984022404
5_74,-16.483875936126452
5_75,-15.784286888230502
5_76,-15.084697840334552
5_77,-14.385108792438604
5_78,-13.685519744542654
5_79,-12.985930696646705
5_80,-12.286341648750755
6_-80,-16.4374620945921
6_-79,-16.61671762232814
6_-78,-16.79597315006418
6_-77,-16.97522867780022
6_-76,-17.15448420553626
6_-75,-17.3337397332723
6_-74,-17.512995261008342
6_-73,-17.69225078874438
6_-72,-17.87150631648042
6_-71,-18.05076184421646
6_-70,-18.2300173719525
6_-69,-18.93842392600909
6_-68,-19.64683048006568
6_-67,-20.355237034122272
6_-66,-21.063643588178863
6_-65,-21.77205014223545
6_-64,-22.480456696292045
6_-63,-23.188863250348632
6_-62,-23.897269804405223
6_-61,-24.60567635846181
6_-60,-25.3140829125184
6_-59,-25.39854061991372
6_-58,-25.482998327309044
6_-57,-25.567456034704364
6_-56,-25.651913742099687
6_-55,-25.736371449495003
6_-54,-25.820829156890326
6_-53,-25.905286864285646
6_-52,-25.989744571680966
6_-51,-26.07420227907628
6_-50,-26.1586599864716
6_-49,-27.025877714381853
6_-48,-27.893095442292104
6_-47,-28.760313170202355
6_-46,-29.627530898112603
6_-45,-30.494748626022847
6_-44,-31.361966353933106
6_-43,-32.22918408184335
6_-42,-33.0964018097536
6_-41,-33.963619537663845
6_-40,-34.8308372655741
6_-39,-35.08716014016193
6_-38,-35.34348301474976
6_-37,-35.59980588933759
6_-36,-35.856128763925426
6_-35,-36.11245163851325
6_-34,-36.36877451310109
6_-33,-36.62509738768891
6_-32,-36.88142026227674
6_-31,-37.13774313686457
6_-30,-37.3940660114524
6_-29,-38.308039686990824
6_-28,-39.222013362529246
6_-27,-40.13598703806767
6_-26,-41.04996071360608
6_-25,-41.9639343891445
6_-24,-42.87790806468293
6_-23,-43.79188174022135
6_-22,-44.705855415759764
6_-21,-45.619829091298186
6_-20,-46.5338027668366
6_-19,-45.82866945454373
6_-18,-45.12353614225084
6_-17,-44.41840282995797
6_-16,-43.71326951766508
6_-15,-43.008136205372196
6_-14,-42.303002893079324
6_-13,-41.597869580786444
