x,y,z,theta_dg,psi_dg
880,550,60,0.0,270.0
770,440,50,-3.678051586226728,-135.0
660,330,40,-3.678051586226728,-135.0
550,330,30,-5.194428907734806,180.0
440,220,20,-3.678051586226728,-135.0
330,110,10,-3.678051586226728,-135.0
220,0,0,-3.678051586226728,-135.0
110,0,0,0.0,180.0
0,0,0,0.0,180.0
