x,y,z,theta_dg,psi_dg
840,504,56,0.0,270.0
756,420,48,-3.852681365429112,-135.0
672,336,40,-3.852681365429112,-135.0
588,252,32,-3.852681365429112,-135.0
504,168,24,-3.852681365429112,-135.0
420,84,16,-3.852681365429112,-135.0
336,84,8,-5.440332031005506,180.0
252,0,0,-3.852681365429112,-135.0
168,0,0,0.0,180.0
84,0,0,0.0,180.0
0,0,0,0.0,180.0
